bus_id,vehicle_id,route_id,seq,stop_id,node_id,fixed_stop,planned_arrival,planned_departure,rq_ids_pick,rq_ids_drop
101,0,113,1,106,2046,1,29009,29310,112;139,
101,0,113,2,113,35469,1,29421,29970,129;139,
101,0,113,3,147,22546,1,30113,30390,,
101,0,113,4,154,35517,0,30530,30560,,112;129
101,0,113,5,127,12796,0,30720,30750,93;139,
101,0,113,6,156,9975,0,30854,30884,,93
101,0,113,7,159,22473,1,30954,31050,,
101,0,112,0,159,22473,1,26400,26430,,
101,0,112,1,106,2046,1,26609,26910,61;139,
101,0,112,2,113,35469,1,27021,27570,,
101,0,112,3,147,22546,1,27713,27990,,139
101,0,112,4,127,12796,0,28174,28204,49;114,
101,0,112,5,154,35517,0,28365,28395,48;113,49;61;114
101,0,112,6,155,12996,0,28436,28466,,48;113
101,0,112,7,159,22473,1,28553,28650,,
101,0,112,0,159,22473,1,26400,26430,,
101,0,112,1,106,2046,1,26609,26910,61;139;141,
101,0,112,2,113,35469,1,27021,27570,,
101,0,112,3,147,22546,1,27713,27990,,139
101,0,112,4,127,12796,0,28174,28204,49;114,
101,0,112,5,154,35517,0,28365,28395,48;113,49;61;114;141
101,0,112,6,155,12996,0,28436,28466,,48;113
101,0,112,7,159,22473,1,28553,28650,,
101,0,113,0,159,22473,1,28800,28830,,
101,0,113,1,106,2046,1,29009,29310,112;139;186,
101,0,113,2,113,35469,1,29421,29970,129;139,186
101,0,113,3,147,22546,1,30113,30390,,
101,0,113,4,154,35517,0,30530,30560,,112;129
101,0,113,5,127,12796,0,30720,30750,93;139,
101,0,113,6,156,9975,0,30854,30884,,93
101,0,113,7,159,22473,1,30954,31050,,
101,0,113,0,159,22473,1,28800,28830,,
101,0,113,1,106,2046,1,29009,29310,112;139;186,
101,0,113,2,113,35469,1,29421,29970,129;139,186
101,0,113,3,147,22546,1,30113,30390,,
101,0,113,4,154,35517,0,30530,30560,,112;129
101,0,113,5,127,12796,0,30720,30750,93;139;189,
101,0,113,6,156,9975,0,30854,30884,,93;189
101,0,113,7,159,22473,1,30954,31050,,
101,0,113,0,159,22473,1,28800,28830,,
101,0,113,1,106,2046,1,29009,29310,112;139;186,
101,0,113,2,113,35469,1,29421,29970,129;139,186
101,0,113,3,147,22546,1,30113,30390,,
101,0,113,4,127,12796,0,30574,30604,93;139;189;203,
101,0,113,5,156,9975,0,30707,30737,,93;189
101,0,113,6,154,35517,0,30795,30825,,112;129;203
101,0,113,7,159,22473,1,30953,31050,,
101,0,114,0,159,22473,1,31200,31230,,
101,0,114,1,106,2046,1,31409,31710,,
101,0,114,2,113,35469,1,31821,32370,,
101,0,114,3,147,22546,1,32513,32790,,
101,0,114,4,142,3058,0,32864,32894,417,
101,0,114,5,154,35517,0,33110,33140,,417
101,0,114,6,159,22473,1,33269,33450,,
101,0,109,0,159,22473,1,19200,19230,,
101,0,109,1,106,2046,1,19409,19710,,
101,0,109,2,113,35469,1,19821,20370,8,
101,0,109,3,147,22546,1,20513,20790,,
101,0,109,4,125,26461,0,20904,20934,4;12,
101,0,109,5,154,35517,0,21130,21160,,4;8;12
101,0,109,6,159,22473,1,21289,21450,,
101,0,109,0,159,22473,1,19200,19230,,
101,0,109,1,106,2046,1,19409,19710,,
101,0,109,2,113,35469,1,19821,20370,8,
101,0,109,3,147,22546,1,20513,20790,,
101,0,109,4,125,26461,0,20904,20934,4;12,
101,0,109,5,154,35517,0,21130,21160,,4;8;12
101,0,109,6,159,22473,1,21289,21450,,
101,0,109,0,159,22473,1,19200,19230,,
101,0,109,1,106,2046,1,19409,19710,,
101,0,109,2,113,35469,1,19821,20370,8;12,
101,0,109,3,147,22546,1,20513,20790,,
101,0,109,4,125,26461,0,20904,20934,4,
101,0,109,5,154,35517,0,21130,21160,,4;8;12
101,0,109,6,159,22473,1,21289,21450,,
101,0,109,0,159,22473,1,19200,19230,,
101,0,109,1,106,2046,1,19409,19710,,
101,0,109,2,113,35469,1,19821,20370,8;12,
101,0,109,3,147,22546,1,20513,20790,,
101,0,109,4,125,26461,0,20904,20934,4;16,
101,0,109,5,154,35517,0,21130,21160,,4;8;12;16
101,0,109,6,159,22473,1,21289,21450,,
101,0,112,0,159,22473,1,26400,26430,,
101,0,112,1,106,2046,1,26609,26910,61;139;141,
101,0,112,2,113,35469,1,27021,27570,,
101,0,112,3,147,22546,1,27713,27990,,139
101,0,112,4,127,12796,0,28174,28204,49;114,
101,0,112,5,154,35517,0,28365,28395,48;113,49;61;114;141
101,0,112,6,155,12996,0,28436,28466,,48;113
101,0,112,7,159,22473,1,28553,28650,,
101,0,111,0,159,22473,1,24000,24030,,
101,0,111,1,106,2046,1,24209,24510,,
101,0,111,2,113,35469,1,24621,25170,,
101,0,111,3,147,22546,1,25313,25590,,
101,0,111,4,127,12796,0,25774,25804,55,
101,0,111,5,154,35517,0,25965,25995,,55
101,0,111,6,159,22473,1,26123,26250,,
101,0,112,0,159,22473,1,26400,26430,,
101,0,112,1,106,2046,1,26609,26910,61;139;141,
101,0,112,2,113,35469,1,27021,27570,,
101,0,112,3,147,22546,1,27713,27990,,139
101,0,112,4,127,12796,0,28174,28204,49;114,
101,0,112,5,154,35517,0,28365,28395,48;113,49;61;114;141
101,0,112,6,155,12996,0,28436,28466,,48;113
101,0,112,7,159,22473,1,28553,28650,,
101,0,113,0,159,22473,1,28800,28830,,
101,0,113,1,106,2046,1,29009,29310,112;139;186;224;292,
101,0,113,2,113,35469,1,29421,29970,129;139;256;266;292,186
101,0,113,3,147,22546,1,30113,30390,,
101,0,113,4,127,12796,0,30574,30604,93;139;189;203;292,
101,0,113,5,156,9975,0,30707,30737,,93;189
101,0,113,6,154,35517,0,30795,30825,,112;129;203
101,0,113,7,159,22473,1,30953,31050,,
101,0,113,0,159,22473,1,28800,28830,,
101,0,113,1,106,2046,1,29009,29310,112;139;186;224;292,
101,0,113,2,113,35469,1,29421,29970,129;139;256;266;292,186
101,0,113,3,147,22546,1,30113,30390,,
101,0,113,4,127,12796,0,30574,30604,93;139;189;203;292,
101,0,113,5,156,9975,0,30707,30737,,93;189
101,0,113,6,154,35517,0,30795,30825,,112;129;203
101,0,113,7,159,22473,1,30953,31050,,
101,0,112,0,159,22473,1,26400,26430,,
101,0,112,1,106,2046,1,26609,26910,61;139;141,
101,0,112,2,113,35469,1,27021,27570,,
101,0,112,3,147,22546,1,27713,27990,,139
101,0,112,4,127,12796,0,28174,28204,49;114,
101,0,112,5,154,35517,0,28365,28395,48;113,49;61;114;141
101,0,112,6,155,12996,0,28436,28466,,48;113
101,0,112,7,159,22473,1,28553,28650,,
101,0,112,0,159,22473,1,26400,26430,,
101,0,112,1,106,2046,1,26609,26910,61;139;141,
101,0,112,2,113,35469,1,27021,27570,,
101,0,112,3,147,22546,1,27713,27990,,139
101,0,112,4,127,12796,0,28174,28204,49;114,
101,0,112,5,154,35517,0,28365,28395,48;113,49;61;114;141
101,0,112,6,155,12996,0,28436,28466,,48;113
101,0,112,7,159,22473,1,28553,28650,,
101,0,113,0,159,22473,1,28800,28830,,
101,0,113,1,106,2046,1,29009,29310,112;139;186;224;292,
101,0,113,2,113,35469,1,29421,29970,129;139;256;266;292,186
101,0,113,3,147,22546,1,30113,30390,,
101,0,113,4,127,12796,0,30574,30604,93;139;189;203;292,
101,0,113,5,156,9975,0,30707,30737,,93;189
101,0,113,6,154,35517,0,30795,30825,,112;129;203
101,0,113,7,159,22473,1,30953,31050,,
101,0,112,0,159,22473,1,26400,26430,,
101,0,112,1,106,2046,1,26609,26910,61;139;141,
101,0,112,2,113,35469,1,27021,27570,,
101,0,112,3,147,22546,1,27713,27990,,139
101,0,112,4,127,12796,0,28174,28204,49;114,
101,0,112,5,154,35517,0,28365,28395,48;113,49;61;114;141
101,0,112,6,155,12996,0,28436,28466,,48;113
101,0,112,7,159,22473,1,28553,28650,,
101,0,112,0,159,22473,1,26400,26430,,
101,0,112,1,106,2046,1,26609,26910,61;139;141,
101,0,112,2,113,35469,1,27021,27570,,
101,0,112,3,147,22546,1,27713,27990,,139
101,0,112,4,127,12796,0,28174,28204,49;114,
101,0,112,5,154,35517,0,28365,28395,48;113,49;61;114;141
101,0,112,6,155,12996,0,28436,28466,,48;113
101,0,112,7,159,22473,1,28553,28650,,
101,0,112,0,159,22473,1,26400,26430,,
101,0,112,1,106,2046,1,26609,26910,61;139;141,
101,0,112,2,113,35469,1,27021,27570,,
101,0,112,3,147,22546,1,27713,27990,,139
101,0,112,4,127,12796,0,28174,28204,49;114,
101,0,112,5,154,35517,0,28365,28395,48;113;168,49;61;114;141
101,0,112,6,155,12996,0,28436,28466,,48;113;168
101,0,112,7,159,22473,1,28553,28650,,
101,0,112,0,159,22473,1,26400,26430,,
101,0,112,1,106,2046,1,26609,26910,61;139;141,
101,0,112,2,113,35469,1,27021,27570,,
